project_id,Activity ID,Activity Name,Predecessors,Predecessor Details,Successors
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1010,"RFT for Walls, Col. & Cores (B03) (Bas 01)","CON-B03-BAS01-1000, CON-B02-BAS01-1010, CON-B03-BAS01-1000, E-APP-B03-BAS01-1000, P-MDEL-1160","CON-B03-BAS01-1000: SS, CON-B02-BAS01-1010: FS, CON-B03-BAS01-1000: FF, E-APP-B03-BAS01-1000: FS, P-MDEL-1160: FS","CON-B03-BAS01-1020, CON-B03-BAS01-1020"
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1050,RFT for Slabs & Beams (B03) (Bas 01),"CON-B03-BAS01-1040, CON-B02-BAS01-1060, CON-B03-BAS01-1040, E-APP-B03-BAS01-1020, E-APP-B03-BAS01-1030, P-MDEL-1160","CON-B03-BAS01-1040: SS 2, CON-B02-BAS01-1060: FS, CON-B03-BAS01-1040: FF, E-APP-B03-BAS01-1020: FS, E-APP-B03-BAS01-1030: FS, P-MDEL-1160: FS",CON-B03-BAS01-1090
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1070,RFT for Stairs (B03) (Bas 01),"CON-B03-BAS01-1060, CON-B02-BAS01-1070, CON-B03-BAS01-1060, E-APP-B03-BAS01-1010, P-MDEL-1160","CON-B03-BAS01-1060: SS 2, CON-B02-BAS01-1070: FS, CON-B03-BAS01-1060: FF, E-APP-B03-BAS01-1010: FS, P-MDEL-1160: FS",CON-B03-BAS01-1080
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1090,RFT for  Ramps (B01) (Bas 01),"CON-B01-BAS01-1070, CON-B01-BAS01-1070, E-APP-B01-BAS01-1020, P-MDEL-1160","CON-B01-BAS01-1070: SS 2, CON-B01-BAS01-1070: FF, E-APP-B01-BAS01-1020: FS, P-MDEL-1160: FS",CON-B01-BAS01-1130
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1080,RFT for  Ramps (B04) (Bas 01),"CON-B04-BAS01-1050, CON-B04-BAS01-1050, E-APP-B04-BAS01-1020, P-MDEL-1160","CON-B04-BAS01-1050: SS 5, CON-B04-BAS01-1050: FF, E-APP-B04-BAS01-1020: FS, P-MDEL-1160: FS",CON-B04-BAS01-1110
The Big -P.01-UP-20-April-26,E-SUB-B01-FOOT-1020,Submittal for RC Raft & Footings RFT DWGs (B01) (footing),"E-DR-1000, E-SUB-B01-FOOT-1030","E-DR-1000: SS 28, E-SUB-B01-FOOT-1030: SS 3","E-APP-B01-FOOT-1020, E-APP-B01-FOOT-1020"
The Big -P.01-UP-20-April-26,E-SUB-B03-BAS02-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B03) (Bas 02),E-DR-1000,E-DR-1000: FS,"E-APP-B03-BAS02-1000, E-APP-B03-BAS02-1000, E-SUB-B03-BAS02-1010"
The Big -P.01-UP-20-April-26,E-SUB-B03-BAS02-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B03) (Bas 02),"E-DR-1000, E-SUB-B03-BAS02-1020","E-DR-1000: FS 10, E-SUB-B03-BAS02-1020: SS 3","E-APP-B03-BAS02-1030, E-APP-B03-BAS02-1030"
The Big -P.01-UP-20-April-26,E-SUB-B03-BAS02-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B03) (Bas 02),"E-DR-1000, E-SUB-B03-BAS02-1010","E-DR-1000: FS 7, E-SUB-B03-BAS02-1010: SS 3","E-APP-B03-BAS02-1020, E-APP-B03-BAS02-1020, E-SUB-B03-BAS02-1030"
The Big -P.01-UP-20-April-26,E-SUB-B03-BAS02-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B03) (Bas 02),"E-DR-1000, E-SUB-B03-BAS02-1000","E-DR-1000: FS 3, E-SUB-B03-BAS02-1000: SS 3","E-APP-B03-BAS02-1010, E-APP-B03-BAS02-1010, E-SUB-B03-BAS02-1020"
The Big -P.01-UP-20-April-26,E-SUB-B04-BAS02-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (Bas 02),E-DR-1000,E-DR-1000: FS,"E-APP-B04-BAS02-1000, E-APP-B04-BAS02-1000, E-SUB-B04-BAS02-1010"
The Big -P.01-UP-20-April-26,E-SUB-B04-BAS02-1040,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (Bas 02),"E-DR-1000, E-SUB-B04-BAS02-1030","E-DR-1000: FS 14, E-SUB-B04-BAS02-1030: SS 3","E-APP-B04-BAS02-1040, E-APP-B04-BAS02-1040"
The Big -P.01-UP-20-April-26,E-SUB-B04-BAS02-1030,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (Bas 02),"E-DR-1000, E-SUB-B04-BAS02-1020","E-DR-1000: FS 10, E-SUB-B04-BAS02-1020: SS 3","E-APP-B04-BAS02-1030, E-APP-B04-BAS02-1030, E-SUB-B04-BAS02-1040"
The Big -P.01-UP-20-April-26,E-SUB-B04-BAS02-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B04) (Bas 02),"E-DR-1000, E-SUB-B04-BAS02-1000","E-DR-1000: FS 3, E-SUB-B04-BAS02-1000: SS 3","E-APP-B04-BAS02-1010, E-APP-B04-BAS02-1010, E-SUB-B04-BAS02-1020"
The Big -P.01-UP-20-April-26,E-SUB-B04-BAS02-1020,Submittal for Ramps Conc. Dim.  & RFT DWGs (B04) (Bas 02),"E-DR-1000, E-SUB-B04-BAS02-1010","E-DR-1000: FS 7, E-SUB-B04-BAS02-1010: SS 3","E-APP-B04-BAS02-1020, E-APP-B04-BAS02-1020, E-SUB-B04-BAS02-1030"
The Big -P.01-UP-20-April-26,E-SUB-B02-BAS02-1000,Submittal for Col. & Walls Conc. Dim.& RFT DWGs (B02) (Bas 02),E-DR-1000,E-DR-1000: FS,"E-APP-B02-BAS02-1000, E-APP-B02-BAS02-1000, E-SUB-B02-BAS02-1010"
The Big -P.01-UP-20-April-26,E-SUB-B02-BAS02-1030,Submittal for Slabs Conc. Dim.& RFT DWGs (B02) (Bas 02),"E-DR-1000, E-SUB-B02-BAS02-1020","E-DR-1000: FS 10, E-SUB-B02-BAS02-1020: SS 3","E-APP-B02-BAS02-1030, E-APP-B02-BAS02-1030"
The Big -P.01-UP-20-April-26,E-SUB-B02-BAS02-1020,Submittal for Beams Conc. Dim.& RFT DWGs (B02) (Bas 02),"E-DR-1000, E-SUB-B02-BAS02-1010","E-DR-1000: FS 7, E-SUB-B02-BAS02-1010: SS 3","E-APP-B02-BAS02-1020, E-APP-B02-BAS02-1020, E-SUB-B02-BAS02-1030"
The Big -P.01-UP-20-April-26,E-SUB-B02-BAS02-1010,Submittal for Stairs Conc. Dim.& RFT DWGs (B02) (Bas 02),"E-DR-1000, E-SUB-B02-BAS02-1000","E-DR-1000: FS 3, E-SUB-B02-BAS02-1000: SS 3","E-APP-B02-BAS02-1010, E-APP-B02-BAS02-1010, E-SUB-B02-BAS02-1020"
The Big -P.01-UP-20-April-26,E-APP-B02-BAS02-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (Bas 02),"E-SUB-B02-BAS02-1000, E-SUB-B02-BAS02-1000","E-SUB-B02-BAS02-1000: SS 12, E-SUB-B02-BAS02-1000: FF 10","CON-B02-BAS02-1010, CON-B02-BAS02-1020"
The Big -P.01-UP-20-April-26,E-APP-B02-BAS02-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B02) (Bas 02),"E-SUB-B02-BAS02-1030, E-SUB-B02-BAS02-1030","E-SUB-B02-BAS02-1030: SS 12, E-SUB-B02-BAS02-1030: FF 10","CON-B02-BAS02-1040, CON-B02-BAS02-1060"
The Big -P.01-UP-20-April-26,E-APP-B02-BAS02-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B02) (Bas 02),"E-SUB-B02-BAS02-1020, E-SUB-B02-BAS02-1020","E-SUB-B02-BAS02-1020: SS 12, E-SUB-B02-BAS02-1020: FF 10","CON-B02-BAS02-1040, CON-B02-BAS02-1060"
The Big -P.01-UP-20-April-26,E-APP-B02-BAS02-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B02) (Bas 02),"E-SUB-B02-BAS02-1010, E-SUB-B02-BAS02-1010","E-SUB-B02-BAS02-1010: SS 12, E-SUB-B02-BAS02-1010: FF 10","CON-B02-BAS02-1050, CON-B02-BAS02-1070"
The Big -P.01-UP-20-April-26,E-APP-B01-BAS02-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (Bas 02),"E-SUB-B01-BAS02-1000, E-SUB-B01-BAS02-1000","E-SUB-B01-BAS02-1000: SS 12, E-SUB-B01-BAS02-1000: FF 10","CON-B01-BAS02-1010, CON-B01-BAS02-1020"
The Big -P.01-UP-20-April-26,E-APP-B01-BAS02-1040,Approval for Slabs Conc. Dim.  & RFT DWGs (B01) (Bas 02),"E-SUB-B01-BAS02-1040, E-SUB-B01-BAS02-1040","E-SUB-B01-BAS02-1040: SS 12, E-SUB-B01-BAS02-1040: FF 10","CON-B01-BAS02-1040, CON-B01-BAS02-1070"
The Big -P.01-UP-20-April-26,E-APP-B01-BAS02-1030,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (Bas 02),"E-SUB-B01-BAS02-1030, E-SUB-B01-BAS02-1030","E-SUB-B01-BAS02-1030: SS 12, E-SUB-B01-BAS02-1030: FF 10","CON-B01-BAS02-1040, CON-B01-BAS02-1070"
The Big -P.01-UP-20-April-26,E-APP-B01-BAS02-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (Bas 02),"E-SUB-B01-BAS02-1010, E-SUB-B01-BAS02-1010","E-SUB-B01-BAS02-1010: SS 12, E-SUB-B01-BAS02-1010: FF 10","CON-B01-BAS02-1050, CON-B01-BAS02-1080"
The Big -P.01-UP-20-April-26,E-APP-B01-BAS02-1020,Approval for Ramps Conc. Dim.  & RFT DWGs (B01) (Bas 02),"E-SUB-B01-BAS02-1020, E-SUB-B01-BAS02-1020","E-SUB-B01-BAS02-1020: SS 12, E-SUB-B01-BAS02-1020: FF 10","CON-B01-BAS02-1060, CON-B01-BAS02-1090"
The Big -P.01-UP-20-April-26,E-APP-B03-BAS02-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs  (B03) (Bas 02),"E-SUB-B03-BAS02-1000, E-SUB-B03-BAS02-1000","E-SUB-B03-BAS02-1000: SS 12, E-SUB-B03-BAS02-1000: FF 10","CON-B03-BAS02-1010, CON-B03-BAS02-1020"
The Big -P.01-UP-20-April-26,E-APP-B03-BAS02-1030,Approval for Slabs Conc. Dim.  & RFT DWGs  (B03) (Bas 02),"E-SUB-B03-BAS02-1030, E-SUB-B03-BAS02-1030","E-SUB-B03-BAS02-1030: SS 12, E-SUB-B03-BAS02-1030: FF 10","CON-B03-BAS02-1040, CON-B03-BAS02-1060"
The Big -P.01-UP-20-April-26,E-APP-B03-BAS02-1020,Approval for Beams Conc. Dim.  & RFT DWGs  (B03) (Bas 02),"E-SUB-B03-BAS02-1020, E-SUB-B03-BAS02-1020","E-SUB-B03-BAS02-1020: SS 12, E-SUB-B03-BAS02-1020: FF 10","CON-B03-BAS02-1040, CON-B03-BAS02-1060"
The Big -P.01-UP-20-April-26,E-APP-B03-BAS02-1010,Approval for Stairs Conc. Dim.  & RFT DWGs  (B03) (Bas 02),"E-SUB-B03-BAS02-1010, E-SUB-B03-BAS02-1010","E-SUB-B03-BAS02-1010: SS 12, E-SUB-B03-BAS02-1010: FF 10","CON-B03-BAS02-1050, CON-B03-BAS02-1070"
The Big -P.01-UP-20-April-26,E-APP-B04-BAS02-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (Bas 02),"E-SUB-B04-BAS02-1000, E-SUB-B04-BAS02-1000","E-SUB-B04-BAS02-1000: SS 12, E-SUB-B04-BAS02-1000: FF 10","CON-B04-BAS02-1010, CON-B04-BAS02-1020"
The Big -P.01-UP-20-April-26,E-APP-B04-BAS02-1040,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (Bas 02),"E-SUB-B04-BAS02-1040, E-SUB-B04-BAS02-1040","E-SUB-B04-BAS02-1040: SS 12, E-SUB-B04-BAS02-1040: FF 10","CON-B04-BAS02-1040, CON-B04-BAS02-1060"
The Big -P.01-UP-20-April-26,E-APP-B04-BAS02-1030,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (Bas 02),"E-SUB-B04-BAS02-1030, E-SUB-B04-BAS02-1030","E-SUB-B04-BAS02-1030: SS 12, E-SUB-B04-BAS02-1030: FF 10","CON-B04-BAS02-1040, CON-B04-BAS02-1060"
The Big -P.01-UP-20-April-26,E-APP-B04-BAS02-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (Bas 02),"E-SUB-B04-BAS02-1010, E-SUB-B04-BAS02-1010","E-SUB-B04-BAS02-1010: SS 12, E-SUB-B04-BAS02-1010: FF 10","CON-B04-BAS02-1050, CON-B04-BAS02-1080"
The Big -P.01-UP-20-April-26,E-APP-B04-BAS02-1020,Approval for Ramps Conc. Dim.  & RFT DWGs (B04) (Bas 02),"E-SUB-B04-BAS02-1020, E-SUB-B04-BAS02-1020","E-SUB-B04-BAS02-1020: SS 12, E-SUB-B04-BAS02-1020: FF 10","CON-B04-BAS02-1050, CON-B04-BAS02-1090"
The Big -P.01-UP-20-April-26,AB-SUB-B01-FOOT-1030,Submittal for RC Raft & Footings RFT DWGs As-Built Drawing (B01) (footing),CON-B01-FOOT-1090,CON-B01-FOOT-1090: FS,"AB-APP-B01-FOOT-1030, AB-APP-B01-FOOT-1030"
The Big -P.01-UP-20-April-26,AB-SUB-B03-BAS2-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (Bas 02),CON-B03-BAS02-1030,CON-B03-BAS02-1030: FS,"AB-APP-B03-BAS2-1000, AB-APP-B03-BAS2-1000"
The Big -P.01-UP-20-April-26,AB-SUB-B03-BAS2-1020,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (Bas 02),CON-B03-BAS02-1100,CON-B03-BAS02-1100: FS,"AB-APP-B03-BAS2-1020, AB-APP-B03-BAS2-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B03-BAS2-1030,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (Bas 02),CON-B03-BAS02-1100,CON-B03-BAS02-1100: FS,"AB-APP-B03-BAS2-1030, AB-APP-B03-BAS2-1030"
The Big -P.01-UP-20-April-26,AB-SUB-B03-BAS2-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (Bas 02),CON-B03-BAS02-1080,CON-B03-BAS02-1080: FS,"AB-APP-B03-BAS2-1010, AB-APP-B03-BAS2-1010"
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS2-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),CON-B04-BAS02-1010,CON-B04-BAS02-1010: FS,"AB-APP-B04-BAS2-1000, AB-APP-B04-BAS2-1000"
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS2-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),CON-B04-BAS02-1130,CON-B04-BAS02-1130: FS,"AB-APP-B04-BAS2-1030, AB-APP-B04-BAS2-1030"
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS2-1040,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),CON-B04-BAS02-1130,CON-B04-BAS02-1130: FS,"AB-APP-B04-BAS2-1040, AB-APP-B04-BAS2-1040"
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS2-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),CON-B04-BAS02-1100,CON-B04-BAS02-1100: FS,"AB-APP-B04-BAS2-1010, AB-APP-B04-BAS2-1010"
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS2-1020,Submittal for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),CON-B04-BAS02-1110,CON-B04-BAS02-1110: FS,"AB-APP-B04-BAS2-1020, AB-APP-B04-BAS2-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B02-BAS2-1000,Submittal for Col. & Walls Conc. Dim.& RFT DWGs As-Built Drawing (B02) (Bas 02),CON-B02-BAS02-1030,CON-B02-BAS02-1030: FS,"AB-APP-B02-BAS2-1000, AB-APP-B02-BAS2-1000"
The Big -P.01-UP-20-April-26,AB-SUB-B02-BAS2-1020,Submittal for Slabs Conc. Dim.& RFT DWGs As-Built Drawing (B02) (Bas 02),CON-B02-BAS02-1100,CON-B02-BAS02-1100: FS,"AB-APP-B02-BAS2-1020, AB-APP-B02-BAS2-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B02-BAS2-1030,Submittal for Beams Conc. Dim.& RFT DWGs As-Built Drawing (B02) (Bas 02),CON-B02-BAS02-1100,CON-B02-BAS02-1100: FS,"AB-APP-B02-BAS2-1030, AB-APP-B02-BAS2-1030"
The Big -P.01-UP-20-April-26,AB-SUB-B02-BAS2-1010,Submittal for Stairs Conc. Dim.& RFT DWGs As-Built Drawing (B02) (Bas 02),CON-B02-BAS02-1070,CON-B02-BAS02-1070: FS,"AB-APP-B02-BAS2-1010, AB-APP-B02-BAS2-1010"
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS2-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 02),"AB-SUB-B02-BAS2-1000, AB-SUB-B02-BAS2-1000","AB-SUB-B02-BAS2-1000: SS 12, AB-SUB-B02-BAS2-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS2-1020,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 02),"AB-SUB-B02-BAS2-1020, AB-SUB-B02-BAS2-1020","AB-SUB-B02-BAS2-1020: SS 12, AB-SUB-B02-BAS2-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS2-1030,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 02),"AB-SUB-B02-BAS2-1030, AB-SUB-B02-BAS2-1030","AB-SUB-B02-BAS2-1030: SS 12, AB-SUB-B02-BAS2-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS2-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 02),"AB-SUB-B02-BAS2-1010, AB-SUB-B02-BAS2-1010","AB-SUB-B02-BAS2-1010: SS 12, AB-SUB-B02-BAS2-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),"AB-SUB-B01-BAS2-1000, AB-SUB-B01-BAS2-1000","AB-SUB-B01-BAS2-1000: SS 12, AB-SUB-B01-BAS2-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1030,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),"AB-SUB-B01-BAS2-1030, AB-SUB-B01-BAS2-1030","AB-SUB-B01-BAS2-1030: SS 12, AB-SUB-B01-BAS2-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1040,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),"AB-SUB-B01-BAS2-1040, AB-SUB-B01-BAS2-1040","AB-SUB-B01-BAS2-1040: SS 12, AB-SUB-B01-BAS2-1040: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),"AB-SUB-B01-BAS2-1010, AB-SUB-B01-BAS2-1010","AB-SUB-B01-BAS2-1010: SS 12, AB-SUB-B01-BAS2-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1020,Approval for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),"AB-SUB-B01-BAS2-1020, AB-SUB-B01-BAS2-1020","AB-SUB-B01-BAS2-1020: SS 12, AB-SUB-B01-BAS2-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS2-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 02),"AB-SUB-B03-BAS2-1000, AB-SUB-B03-BAS2-1000","AB-SUB-B03-BAS2-1000: SS 12, AB-SUB-B03-BAS2-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS2-1020,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 02),"AB-SUB-B03-BAS2-1020, AB-SUB-B03-BAS2-1020","AB-SUB-B03-BAS2-1020: SS 12, AB-SUB-B03-BAS2-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS2-1030,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 02),"AB-SUB-B03-BAS2-1030, AB-SUB-B03-BAS2-1030","AB-SUB-B03-BAS2-1030: SS 12, AB-SUB-B03-BAS2-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS2-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 02),"AB-SUB-B03-BAS2-1010, AB-SUB-B03-BAS2-1010","AB-SUB-B03-BAS2-1010: SS 12, AB-SUB-B03-BAS2-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS2-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),"AB-SUB-B04-BAS2-1000, AB-SUB-B04-BAS2-1000","AB-SUB-B04-BAS2-1000: SS 12, AB-SUB-B04-BAS2-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS2-1030,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),"AB-SUB-B04-BAS2-1030, AB-SUB-B04-BAS2-1030","AB-SUB-B04-BAS2-1030: SS 12, AB-SUB-B04-BAS2-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS2-1040,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),"AB-SUB-B04-BAS2-1040, AB-SUB-B04-BAS2-1040","AB-SUB-B04-BAS2-1040: SS 12, AB-SUB-B04-BAS2-1040: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS2-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),"AB-SUB-B04-BAS2-1010, AB-SUB-B04-BAS2-1010","AB-SUB-B04-BAS2-1010: SS 12, AB-SUB-B04-BAS2-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS2-1020,Approval for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),"AB-SUB-B04-BAS2-1020, AB-SUB-B04-BAS2-1020","AB-SUB-B04-BAS2-1020: SS 12, AB-SUB-B04-BAS2-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,E-SUB-B03-BAS01-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B03) (Bas 01),E-DR-1000,E-DR-1000: FS 10,"E-APP-B03-BAS01-1000, E-APP-B03-BAS01-1000, E-SUB-B03-BAS01-1010"
The Big -P.01-UP-20-April-26,E-SUB-B03-BAS01-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B03) (Bas 01),"E-DR-1000, E-SUB-B03-BAS01-1020","E-DR-1000: FS 21, E-SUB-B03-BAS01-1020: SS 3","E-APP-B03-BAS01-1030, E-APP-B03-BAS01-1030"
The Big -P.01-UP-20-April-26,E-SUB-B03-BAS01-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B03) (Bas 01),"E-DR-1000, E-SUB-B03-BAS01-1010","E-DR-1000: FS 17, E-SUB-B03-BAS01-1010: SS 3","E-APP-B03-BAS01-1020, E-APP-B03-BAS01-1020, E-SUB-B03-BAS01-1030"
The Big -P.01-UP-20-April-26,E-SUB-B03-BAS01-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B03) (Bas 01),"E-DR-1000, E-SUB-B03-BAS01-1000","E-DR-1000: FS 14, E-SUB-B03-BAS01-1000: SS 3","E-APP-B03-BAS01-1010, E-APP-B03-BAS01-1010, E-SUB-B03-BAS01-1020"
The Big -P.01-UP-20-April-26,E-SUB-B02-BAS01-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (Bas 01),E-DR-1000,E-DR-1000: FS 10,"E-APP-B02-BAS01-1000, E-APP-B02-BAS01-1000, E-SUB-B02-BAS01-1010"
The Big -P.01-UP-20-April-26,E-SUB-B02-BAS01-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B02) (Bas 01),"E-DR-1000, E-SUB-B02-BAS01-1020","E-DR-1000: FS 21, E-SUB-B02-BAS01-1020: SS 3","E-APP-B02-BAS01-1030, E-APP-B02-BAS01-1030"
The Big -P.01-UP-20-April-26,E-SUB-B02-BAS01-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B02) (Bas 01),"E-DR-1000, E-SUB-B02-BAS01-1010","E-DR-1000: FS 17, E-SUB-B02-BAS01-1010: SS 3","E-APP-B02-BAS01-1020, E-APP-B02-BAS01-1020, E-SUB-B02-BAS01-1030"
The Big -P.01-UP-20-April-26,E-SUB-B02-BAS01-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B02) (Bas 01),"E-DR-1000, E-SUB-B02-BAS01-1000","E-DR-1000: FS 14, E-SUB-B02-BAS01-1000: SS 3","E-APP-B02-BAS01-1010, E-APP-B02-BAS01-1010, E-SUB-B02-BAS01-1020"
The Big -P.01-UP-20-April-26,E-SUB-B04-BAS01-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (Bas 01),E-DR-1000,E-DR-1000: FS 20,"E-APP-B04-BAS01-1000, E-APP-B04-BAS01-1000, E-SUB-B04-BAS01-1010"
The Big -P.01-UP-20-April-26,E-SUB-B04-BAS01-1040,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (Bas 01),"E-DR-1000, E-SUB-B04-BAS01-1030","E-DR-1000: FS 34, E-SUB-B04-BAS01-1030: SS 3","E-APP-B04-BAS01-1040, E-APP-B04-BAS01-1040"
The Big -P.01-UP-20-April-26,E-SUB-B04-BAS01-1030,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (Bas 01),"E-DR-1000, E-SUB-B04-BAS01-1020","E-DR-1000: FS 30, E-SUB-B04-BAS01-1020: SS 3","E-APP-B04-BAS01-1030, E-APP-B04-BAS01-1030, E-SUB-B04-BAS01-1040"
The Big -P.01-UP-20-April-26,E-SUB-B04-BAS01-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B04) (Bas 01),"E-DR-1000, E-SUB-B04-BAS01-1000","E-DR-1000: FS 23, E-SUB-B04-BAS01-1000: SS 3","E-APP-B04-BAS01-1010, E-APP-B04-BAS01-1010, E-SUB-B04-BAS01-1020"
The Big -P.01-UP-20-April-26,E-SUB-B04-BAS01-1020,Submittal for Ramps Conc. Dim.  & RFT DWGs (B04) (Bas 01),"E-DR-1000, E-SUB-B04-BAS01-1010","E-DR-1000: FS 27, E-SUB-B04-BAS01-1010: SS 3","E-APP-B04-BAS01-1020, E-APP-B04-BAS01-1020, E-SUB-B04-BAS01-1030"
