Actual Duration,Activity ID,Activity Name,WBS,project_id,Original Duration,Remaining Duration,BL Project Start,BL Project Finish,Start,Finish,Free Float,Total Float,Variance - BL1 Nonlabor Units,Variance - BL Project Nonlabor Units,Actual Nonlabor Units,Remaining Nonlabor Units,Predecessors,Successors,Budgeted Nonlabor Units,Activity % Complete,Critical,Longest Path
0,E-SUB-B01-GR-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B01),Approved Baseline.EN.2.S.P02.B01.SUP.GF,The Big -P.01-UP-20-April-26,18,18,20-Nov-25,10-Dec-25,20-Nov-25,10-Dec-25,0,70,0,0,0,0,E-DR-1000,"E-APP-B01-GR-1000, E-APP-B01-GR-1000, E-SUB-B01-GR-1010",0,0%,No,No
0,E-SUB-B01-GR-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01),Approved Baseline.EN.2.S.P02.B01.SUP.GF,The Big -P.01-UP-20-April-26,18,18,24-Nov-25,14-Dec-25,24-Nov-25,14-Dec-25,0,79,0,0,0,0,"E-DR-1000, E-SUB-B01-GR-1000","E-APP-B01-GR-1010, E-APP-B01-GR-1010, E-SUB-B01-GR-1020",0,0%,No,No
0,E-SUB-B01-GR-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B01),Approved Baseline.EN.2.S.P02.B01.SUP.GF,The Big -P.01-UP-20-April-26,18,18,27-Nov-25,17-Dec-25,27-Nov-25,17-Dec-25,0,79,0,0,0,0,"E-DR-1000, E-SUB-B01-GR-1010","E-APP-B01-GR-1020, E-APP-B01-GR-1020, E-SUB-B01-GR-1030",0,0%,No,No
0,E-SUB-B01-GR-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01),Approved Baseline.EN.2.S.P02.B01.SUP.GF,The Big -P.01-UP-20-April-26,18,18,1-Dec-25,21-Dec-25,1-Dec-25,21-Dec-25,0,79,0,0,0,0,"E-DR-1000, E-SUB-B01-GR-1020","E-APP-B01-GR-1030, E-APP-B01-GR-1030",0,0%,No,No
0,,,,The Big -P.01-UP-20-April-26,26,26,10-Dec-25,10-Jan-26,10-Dec-25,10-Jan-26,0,92,0,0,0,0,,,0,,,
0,E-SUB-B01-1ST-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (1st),Approved Baseline.EN.2.S.P02.B01.SUP.1stF,The Big -P.01-UP-20-April-26,18,18,10-Dec-25,30-Dec-25,10-Dec-25,30-Dec-25,0,88,0,0,0,0,E-DR-1000,"E-APP-B01-1ST-1000, E-APP-B01-1ST-1000, E-SUB-B01-1ST-1010",0,0%,No,No
0,E-SUB-B01-1ST-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01) (1st),Approved Baseline.EN.2.S.P02.B01.SUP.1stF,The Big -P.01-UP-20-April-26,18,18,14-Dec-25,3-Jan-26,14-Dec-25,3-Jan-26,0,92,0,0,0,0,"E-DR-1000, E-SUB-B01-1ST-1000","E-APP-B01-1ST-1010, E-APP-B01-1ST-1010, E-SUB-B01-1ST-1020",0,0%,No,No
0,E-SUB-B01-1ST-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (1st),Approved Baseline.EN.2.S.P02.B01.SUP.1stF,The Big -P.01-UP-20-April-26,18,18,17-Dec-25,6-Jan-26,17-Dec-25,6-Jan-26,0,92,0,0,0,0,"E-DR-1000, E-SUB-B01-1ST-1010","E-APP-B01-1ST-1020, E-APP-B01-1ST-1020, E-SUB-B01-1ST-1030",0,0%,No,No
0,E-SUB-B01-1ST-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (1st),Approved Baseline.EN.2.S.P02.B01.SUP.1stF,The Big -P.01-UP-20-April-26,18,18,20-Dec-25,10-Jan-26,20-Dec-25,10-Jan-26,0,92,0,0,0,0,"E-DR-1000, E-SUB-B01-1ST-1020","E-APP-B01-1ST-1030, E-APP-B01-1ST-1030",0,0%,No,No
0,,,,The Big -P.01-UP-20-April-26,27,27,20-Dec-25,20-Jan-26,20-Dec-25,20-Jan-26,0,117,0,0,0,0,,,0,,,
0,E-SUB-B01-2ND-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (2nd),Approved Baseline.EN.2.S.P02.B01.SUP.2ndF,The Big -P.01-UP-20-April-26,18,18,20-Dec-25,10-Jan-26,20-Dec-25,10-Jan-26,0,114,0,0,0,0,E-DR-1000,"E-APP-B01-2ND-1000, E-APP-B01-2ND-1000, E-SUB-B01-2ND-1010",0,0%,No,No
0,E-SUB-B01-2ND-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01) (2nd),Approved Baseline.EN.2.S.P02.B01.SUP.2ndF,The Big -P.01-UP-20-April-26,18,18,23-Dec-25,13-Jan-26,23-Dec-25,13-Jan-26,0,117,0,0,0,0,"E-DR-1000, E-SUB-B01-2ND-1000","E-APP-B01-2ND-1010, E-APP-B01-2ND-1010, E-SUB-B01-2ND-1020",0,0%,No,No
